Name,Description,Address,District,Hours,Rating,Phone1,Phone2,mail,Instagram,Twitter,Facebook,Longitude,Latitude,2GIS URL
In House,лаундж-бар,"Осиё, 35",Юнусабадский район,Пн: 11:00-03:00; Вт: 11:00-03:00; Ср: 11:00-03:00; Чт: 11:00-03:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-03:00,,(99871) 234-4150,(99890) 950-0032,,,,,69.289233,41.327274,https://2gis.com/firm/70000001036809326
Mustafa,кафе турецкой кухни,"Айбека, 44",Мирабадский район,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 10:00-23:00,3.2,(99893) 172-0304,,,,,,69.282223,41.291067,https://2gis.com/firm/70000001036859331
Le Taom,кафе,"Паркентское шоссе, 180/1",Яшнабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,3.9,(99899) 553-8888,,,,,,69.338038,41.306471,https://2gis.com/firm/70000001051568047
Nihol jojalari,сеть кафе,"Абдуллы Кадыри, 9а",Шайхантахурский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,3,(99895) 170-9536,,,,,,69.252382,41.326976,https://2gis.com/firm/70000001036982936
Sam Tabaka,кафе,"Осиё, 3",Мирзо-Улугбекский район,Пн: 10:00-22:30; Вт: 10:00-22:30; Ср: 10:00-22:30; Чт: 10:00-22:30; Пт: 10:00-22:30; Сб: 10:00-22:30; Вс: 10:00-22:30,5,(99877) 007-0807,,,https://instagram.com/sam.tabaka,,,69.296526,41.324885,https://2gis.com/firm/70000001067029830
Minor,центр плова,"Минор 1-й тупик, 4г/1",Юнусабадский район,Пн: 11:00-17:00; Вт: 11:00-17:00; Ср: 11:00-17:00; Чт: 11:00-17:00; Пт: 11:00-17:00; Сб: 11:00-17:00; Вс: 11:00-17:00,5,(99899) 789-0077,,,,,,69.27548,41.337486,https://2gis.com/firm/70000001040232568
Rashidov`s,кафе,"Абдуллы Кадыри, 1/3",Шайхантахурский район,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,4.7,(99899) 933-3111,(99899) 944-4111,,https://instagram.com/rashidovs_coffee_barbeque,,https://facebook.com/myrashidovs,69.262465,41.324562,https://2gis.com/firm/70000001036946349
Bellissimo Pizza,сеть пиццерий,"Узбекистан овози, 21",Мирзо-Улугбекский район,Пн: 10:00-02:30; Вт: 10:00-02:30; Ср: 10:00-02:30; Чт: 10:00-02:30; Пт: 10:00-02:30; Сб: 10:00-02:30; Вс: 10:00-02:30,4.6,+998712036666 (служба доставки: пн-вс 10:00-2:00 ),1174 (контакт-центр: пн-вс 10:00-2:00),,https://instagram.com/bellissimouz,,https://facebook.com/bellissimouz,69.291073,41.312014,https://2gis.com/firm/70000001037995608
Anjir,миллий таомлар,"Янги Юнусабад, 14",Юнусабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,3.8,(99895) 142-7020,,,,,,69.301653,41.366888,https://2gis.com/firm/70000001037691567
Rayhon,миллий таомлар,"Массив Гулобод, 266",Шайхантахурский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,4.6,(99899) 885-0102,,info@rayhon.uz,https://instagram.com/rayhonuz,,https://facebook.com/Rayhonmilliytaomlar,69.22843,41.322248,https://2gis.com/firm/70000001037130347
Рефе Дустлар,кафе,"Шахрисабзская, 22",Мирабадский район,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,4.5,,,,,,,69.276073,41.300357,https://2gis.com/firm/70000001038981551
Dilkash,кафе,"Мехржон, 60а",Мирабадский район,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,5,,,,,,,69.28739,41.287663,https://2gis.com/firm/70000001039354979
Diydor,чайхана,"Кукча-Дарвоза, 318Б",Шайхантахурский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,,(99871) 249-5577,,,,,,69.210916,41.32281,https://2gis.com/firm/70000001054762006
Oshi Amiri,кафе,"Башлык жилмассив, 8в",Яккасарайский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4.5,(99890) 009-5935,(99890) 999-5935,,,,,69.257477,41.269555,https://2gis.com/firm/70000001048924817
Гиждуван,сеть кафе,"Султанали Машхади, 186/1",Яшнабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,3.7,+998909298228 (единый номер - пн-вс 11:00-22:00),,,,,,69.323687,41.309572,https://2gis.com/firm/70000001037309316
Мангал,кафе,"Кары-Ниязи, 11/1",Мирзо-Улугбекский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,,(99871) 237-3507,,,,,,69.298713,41.322298,https://2gis.com/firm/70000001044109954
Hoshang,кафе,"Фараби, 80",Алмазарский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,4,,,,,,,69.231312,41.331405,https://2gis.com/firm/70000001038613995
Вечер,кафе-бар,"Оккургон, 31",Мирзо-Улугбекский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,5,(99871) 235-1550,,,,,,69.304512,41.330804,https://2gis.com/firm/70000001039996745
Дым Завод,кафе-бар,"Бешагач микрорайон, 6а",Шайхантахурский район,Пн: 11:00-03:00; Вт: 11:00-03:00; Ср: 11:00-03:00; Чт: 11:00-03:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-03:00,3,(99899) 815-5557,,,,,,69.237998,41.30861,https://2gis.com/firm/70000001040095916
Zohid Kebab,сеть кафе,"Мукими, 20 Б-3",Чиланзарский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,5,+998555004500 (единый номер - пн-вс 7:00-3:00),,,https://instagram.com/zohidkebab,,,69.226856,41.290276,https://2gis.com/firm/70000001048490843
Самовар,чайхана,"Богишамол проезд, 79",Юнусабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,3.7,(99899) 434-2683,(99899) 888-0232,,,,,69.312175,41.335523,https://2gis.com/firm/70000001061933118
Lagman House,кафе,"Фараби 2-й проезд, 10",Алмазарский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,3.3,(99890) 350-5566,(99890) 335-5566,,https://instagram.com/lagmanhouse.uz,,https://facebook.com/lagmanhouse.uz,69.232476,41.330928,https://2gis.com/firm/70000001038400331
Каролина,кафе,"Сарыкульская, 8/1",Мирабадский район,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00,,(99871) 283-8181,,,,,,69.282965,41.286387,https://2gis.com/firm/70000001038171708
China Xibei,кафе,"Нукусская, 83а",Мирабадский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,,(99890) 825-6888,,,,,,69.271322,41.286325,https://2gis.com/firm/70000001062279970
Ильмира,кафе,"Султанали Машхади, 210/3",Яшнабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,5,(99898) 127-3131,,,https://instagram.com/cafe_ilmira,,,69.327424,41.307934,https://2gis.com/firm/70000001039854396
Woodu Lounge,кафе,"Амира Темура проспект, 25",Юнусабадский район,Пн: 11:00-03:00; Вт: 11:00-03:00; Ср: 11:00-03:00; Чт: 11:00-03:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-03:00,4.3,(99897) 441-3211,(99899) 209-1771,,https://instagram.com/woodu_lounge,,,69.280931,41.31855,https://2gis.com/firm/70000001037357735
Mig Bistro,кафе,"Мирзо Улугбека проспект, 52",Мирзо-Улугбекский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00,3.1,,,,,,,69.32424,41.32387,https://2gis.com/firm/70000001036616219
Кафе 49,,"Шота Руставели, 18",Яккасарайский район,Пн: 12:00-03:00; Вт: 12:00-03:00; Ср: 12:00-03:00; Чт: 12:00-03:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-03:00,4.2,(99899) 408-4949,,,https://instagram.com/49_tashkent,,,69.264431,41.293794,https://2gis.com/firm/70000001036752002
Француз,кафе,"Мукими, 21",Чиланзарский район,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,3.9,(99893) 545-1111,,,https://instagram.com/franz.uz,,,69.226202,41.290728,https://2gis.com/firm/70000001047764469
Ulfatlar,кафе,"Немата, 83",Мирзо-Улугбекский район,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,4.8,(99871) 262-7262,,,,,,69.33353,41.350416,https://2gis.com/firm/70000001037874070
Моя семья,сеть кафе корейской кухни,"Абдуллы Каххара, 48а",Яккасарайский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,3.4,(99890) 186-8008,,,https://instagram.com/moyasemya.cafe,,https://facebook.com/moyasemya.cafe,69.263323,41.275512,https://2gis.com/firm/70000001044129738
Tarnov Boshi,сеть кафе,"Бешагач микрорайон, 4",Шайхантахурский район,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,4.9,+998555001001 (контакт-центр - пн-вс 10:30-22:30),,,,,,69.238902,41.309959,https://2gis.com/firm/70000001055579893
Gashtak,кафе,"Кары-Ниязи, 20",Мирзо-Улугбекский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,5,(99895) 513-5555,,,https://instagram.com/gashtak.uz,,,69.298554,41.323655,https://2gis.com/firm/70000001047030168
Турецкий дворик,кафе,"Мирзо Улугбека проспект, 49",Мирзо-Улугбекский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00,3.8,(99871) 268-0889,(99899) 055-0889,,https://instagram.com/turk_avlu,,,69.323042,41.323721,https://2gis.com/firm/70000001043999806
Payshanba,центр плова,"Кушбеги, 12/1",Яккасарайский район,Пн: 11:00-15:00; Вт: 11:00-15:00; Ср: 11:00-15:00; Чт: 11:00-15:00; Пт: 11:00-15:00; Сб: 11:00-15:00; Вс: 11:00-15:00,5,(99894) 656-0086,(99894) 656-0046,,,,,69.245025,41.273586,https://2gis.com/firm/70000001036989640
Пенная,кафе-бар,"Султанали Машхади, 186а",Яшнабадский район,Пн: 14:00-24:00; Вт: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 14:00-24:00; Вс: 14:00-24:00,4.5,(99871) 269-3309,,,,,,69.323825,41.309426,https://2gis.com/firm/70000001037306443
Bodomzor,кафе,"Чингиза Айтматова, 45",Юнусабадский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,3.5,(99871) 235-2527,,,,,,69.292453,41.336061,https://2gis.com/firm/70000001038195927
Миллий таомлар,,"Абдуллы Кадыри, 7/1",Шайхантахурский район,Пн: 11:00-16:00; Вт: 11:00-16:00; Ср: 11:00-16:00; Чт: 11:00-16:00; Пт: 11:00-16:00; Сб: 11:00-16:00,4,(99890) 983-7117,,,,,,69.261803,41.323393,https://2gis.com/firm/70000001039295900
Oshpaz.uz,кафе,"Урикзор, 136",Яккасарайский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,1,(99895) 177-0330,(99890) 999-6595,,,,,69.247052,41.2934,https://2gis.com/firm/70000001037082503
9292,кафе южно-корейской кухни,"Таллимарджанская, 2",Мирабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,3,(99890) 122-0332,(99890) 904-6511,,https://instagram.com/9292_korean_bbq,,,69.304252,41.278641,https://2gis.com/firm/70000001056714839
Buhoro,кафе,"Абдуллы Каххара, 49",Яккасарайский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,4.5,,,,,,,69.26327,41.276816,https://2gis.com/firm/70000001037334658
Xadra,сеть кафе,"Массив Хадра, 1",Шайхантахурский район,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,4.1,(99871) 244-7137,(99871) 244-7138,,https://instagram.com/xadra_milliy_taomlar,,,69.244997,41.324838,https://2gis.com/firm/70000001037040438
Виктория,кафе,"Боткина, 120",Яшнабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4,,,,,,,69.31917,41.310169,https://2gis.com/firm/70000001037343876
Bellissimo Pizza,сеть пиццерий,"Бабура, 6",Яккасарайский район,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,4.7,+998712036666 (служба доставки: пн-вс 10:00-2:00 ),1174 (контакт-центр: пн-вс 10:00-2:00),,https://instagram.com/bellissimouz,,https://facebook.com/bellissimouz,69.249513,41.297975,https://2gis.com/firm/70000001036448024
Loza,кафе,"Фергана, 33",Шайхантахурский район,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,4.5,(99897) 133-8555,,,https://instagram.com/loza.uz,,https://facebook.com/loza.uz,69.266592,41.326441,https://2gis.com/firm/70000001052384406
Grillades,кафе-бар,"Янгитарнов, 90",Юнусабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,5,(99899) 380-0007,,,https://instagram.com/grillades.uz,,,69.2993,41.340593,https://2gis.com/firm/70000001038951115
Фрегат,кафе,"Камила Яшина, 2",Яккасарайский район,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,3,(99871) 253-6142,(99893) 184-0065,,,,,69.240673,41.274242,https://2gis.com/firm/70000001036963963
Al Aziz,кафе,"Шарафа Рашидова проспект, 4а/2",Юнусабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4,(99871) 235-8454,(99871) 235-0426,,,,,69.270734,41.323252,https://2gis.com/firm/70000001036540554
Florya,сеть кафе,"Массив Хадра, 24",Шайхантахурский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,5,(99895) 198-6266,(99890) 917-0704,,,,,69.250541,41.326434,https://2gis.com/firm/70000001037067935
Oshi Amiri,кафе,"Паркентское шоссе, 2а/3",Яшнабадский район,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,3.3,(99833) 303-5935,,,,,,69.33112,41.312511,https://2gis.com/firm/70000001064796752
The Buffet,кафе,"Зульфияхоним, 12 БЦ",Шайхантахурский район,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00,,(99890) 355-3195,,,https://instagram.com/the_._buffet,,,69.269012,41.331426,https://2gis.com/firm/70000001051291259
Socials,кафе,"Амира Темура проспект, 86",Юнусабадский район,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00 (зимний период: пн-вс 8:00-00:00),2,(99899) 084-8811,,,https://instagram.com/socials_uz,,https://facebook.com/socialscafeuz,69.283216,41.329266,https://2gis.com/firm/70000001067215689
Bambook,кафе,"Ферганское шоссе, 101а",Яшнабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,4.8,,,,,,,69.310661,41.274391,https://2gis.com/firm/70000001037333613
Tower Top,кафе китайской кухни,"Минор жилмассив, 88",Юнусабадский район,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,5,(99895) 086-5666,,,https://instagram.com/_towertop_,,,69.27766,41.328556,https://2gis.com/firm/70000001059273264
Хадра,кафе-бар,"Массив Хадра, 56а",Шайхантахурский район,Пн: 08:30-22:30; Вт: 08:30-22:30; Ср: 08:30-22:30; Чт: 08:30-22:30; Пт: 08:30-22:30; Сб: 08:30-22:30; Вс: 08:30-22:30,5,,,,,,,69.244478,41.323678,https://2gis.com/firm/70000001036558677
Gipnoze,лаундж-бар,"Фидокор, 40",Мирабадский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,3,,,,,,,69.271446,41.294992,https://2gis.com/firm/70000001046315546
Mahmood Kabob,сеть кафе,"Массив Хадра, 1",Шайхантахурский район,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,,+998997887777 (единый номер: пн-вс 10:00-19:00),,,https://instagram.com/mahmoodkabob,,,69.245301,41.325147,https://2gis.com/firm/70000001065497842
O`pera,кафе-бар,"Алишера Навои проспект, 7-8",Юнусабадский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,1,+998781203700 (многоканальный),,,,,,69.280016,41.317435,https://2gis.com/firm/70000001036914791
Majnuntol,кафе,"Асалабад-2, 2а/1",Яшнабадский район,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,4.3,,,,,,,69.335611,41.283669,https://2gis.com/firm/70000001037363931
Buyuk Istanbul,кафе турецкой кухни,"Сайрам 5-й проезд, 15/5",Мирзо-Улугбекский район,Пн: 10:00-22:30; Вт: 10:00-22:30; Ср: 10:00-22:30; Чт: 10:00-22:30; Пт: 10:00-22:30; Сб: 10:00-22:30; Вс: 10:00-22:30,,(99899) 701-5390,(99897) 189-8488,,https://instagram.com/buyuk.istanbul.505,,,69.321221,41.328237,https://2gis.com/firm/70000001067070972
Ayvon,кафе,"Мухаммада Юсуфа, 18",Мирзо-Улугбекский район,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,2.5,(99895) 502-0101,,,,,,69.328223,41.317305,https://2gis.com/firm/70000001041484614
Bellissimo Pizza,сеть пиццерий,"Лабзак, 12/3",Шайхантахурский район,Пн: 10:00-02:30; Вт: 10:00-02:30; Ср: 10:00-02:30; Чт: 10:00-02:30; Пт: 10:00-02:30; Сб: 10:00-02:30; Вс: 10:00-02:30,5,+998712036666 (служба доставки: пн-вс 10:00-2:00 ),1174 (контакт-центр: пн-вс 10:00-2:00),,https://instagram.com/bellissimouz,,https://facebook.com/bellissimouz,69.26449,41.327399,https://2gis.com/firm/70000001045721846
Ирина,кафе,"Госпитальный жилмассив, 1/1",Мирабадский район,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,3.7,(99890) 999-5333,(99890) 999-2888,,,,,69.274781,41.290654,https://2gis.com/firm/70000001036816027
Чалагач,кафе кавказской кухни,"Богибустон, 3",Яккасарайский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,4.8,(99898) 365-0203,,,https://instagram.com/chalagach_chalagach,,,69.240119,41.278662,https://2gis.com/firm/70000001036983602
Гиждуван,кафе узбекской кухни,"Олтинтепа, 233",Мирзо-Улугбекский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,,(99871) 208-7222,+998998177773 (директор),,,,,69.338144,41.317225,https://2gis.com/firm/70000001059089263
Лагмон хона,кафе,"Ислама Каримова, 8Б/1",Чиланзарский район,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,4.3,,,,,,,69.244705,41.311237,https://2gis.com/firm/70000001051215819
Ramiz,сеть кафе турецкой кухни,"Бабура, 174/22",Чиланзарский район,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,5,(99899) 366-8080,,,https://instagram.com/kofteciramizuz,,,69.245123,41.303347,https://2gis.com/firm/70000001064227543
Gunes,кафе,"Матбуотчилар, 17",Юнусабадский район,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,,(99899) 431-0003,,,https://instagram.com/gunes_cafehookah,,,69.273786,41.312642,https://2gis.com/firm/70000001063553811
Baxtiyor,миллий таомлар,"Козитарнов, 43",Юнусабадский район,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00,5,(99890) 999-9371,(99899) 901-1109,,,,,69.298675,41.332614,https://2gis.com/firm/70000001036788987
Araks,кафе,"Мавлона Риёзи 2-й проезд, 18/1",Яшнабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,5,(99871) 268-1143,,,,,,69.319267,41.313445,https://2gis.com/firm/70000001036743427
Диана,кафе,"Султанали Машхади, 35",Яшнабадский район,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,3,,,,,,,69.31498,41.312821,https://2gis.com/firm/70000001037295515
Cay Simit,сеть кафе турецкой кухни,"Буюк Ипак Йули, 62",Мирзо-Улугбекский район,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,1,(99899) 353-3380,,,https://instagram.com/cay_simit_uz,,,69.334955,41.326674,https://2gis.com/firm/70000001060680433
Kamolon,кафе,"Кораташ, 72",Шайхантахурский район,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,2.4,(99871) 245-5087,(99899) 019-7046,,,,,69.235383,41.31414,https://2gis.com/firm/70000001037374160
Sunrise,кафе,"Сайхун, 171",Мирабадский район,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,3,(99895) 198-8874,,,https://instagram.com/kafe_sunrise,,,69.304219,41.28187,https://2gis.com/firm/70000001038173070
Бай-хан,кафе казахской кухни,"Богишамол, 221г/2",Юнусабадский район,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,1,(99890) 338-1709,(99893) 477-0048,,,,,69.324818,41.351422,https://2gis.com/firm/70000001064713201
